"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06099000201","Stanislaus County, CA - 06099000201","2020","20.3%","","(18.2% - 22.4%)","18.2%","22.4%",
"06","California","06099000202","Stanislaus County, CA - 06099000202","2020","19.8%","","(17.9% - 21.6%)","17.9%","21.6%",
"06","California","06099000203","Stanislaus County, CA - 06099000203","2020","25.1%","","(23.0% - 27.2%)","23.0%","27.2%",
"06","California","06099000301","Stanislaus County, CA - 06099000301","2020","33.2%","","(30.8% - 35.5%)","30.8%","35.5%",
"06","California","06099000302","Stanislaus County, CA - 06099000302","2020","27.3%","","(25.2% - 29.7%)","25.2%","29.7%",
"06","California","06099000303","Stanislaus County, CA - 06099000303","2020","26.2%","","(23.9% - 28.4%)","23.9%","28.4%",
"06","California","06099000304","Stanislaus County, CA - 06099000304","2020","30.8%","","(28.2% - 33.4%)","28.2%","33.4%",
"06","California","06099000402","Stanislaus County, CA - 06099000402","2020","21.1%","","(19.7% - 22.6%)","19.7%","22.6%",
"06","California","06099000403","Stanislaus County, CA - 06099000403","2020","20.8%","","(19.0% - 22.6%)","19.0%","22.6%",
"06","California","06099000404","Stanislaus County, CA - 06099000404","2020","23.3%","","(21.4% - 25.2%)","21.4%","25.2%",
"06","California","06099000501","Stanislaus County, CA - 06099000501","2020","21.9%","","(20.5% - 23.2%)","20.5%","23.2%",
"06","California","06099000503","Stanislaus County, CA - 06099000503","2020","21.2%","","(19.2% - 23.0%)","19.2%","23.0%",
"06","California","06099000504","Stanislaus County, CA - 06099000504","2020","19.4%","","(17.7% - 21.1%)","17.7%","21.1%",
"06","California","06099000505","Stanislaus County, CA - 06099000505","2020","23.5%","","(21.9% - 25.0%)","21.9%","25.0%",
"06","California","06099000506","Stanislaus County, CA - 06099000506","2020","23.2%","","(21.7% - 24.9%)","21.7%","24.9%",
"06","California","06099000510","Stanislaus County, CA - 06099000510","2020","23.7%","","(21.7% - 25.7%)","21.7%","25.7%",
"06","California","06099000601","Stanislaus County, CA - 06099000601","2020","20.8%","","(19.3% - 22.5%)","19.3%","22.5%",
"06","California","06099000602","Stanislaus County, CA - 06099000602","2020","22.4%","","(20.9% - 24.1%)","20.9%","24.1%",
"06","California","06099000801","Stanislaus County, CA - 06099000801","2020","23.4%","","(21.1% - 25.7%)","21.1%","25.7%",
"06","California","06099000803","Stanislaus County, CA - 06099000803","2020","33.9%","","(31.5% - 36.1%)","31.5%","36.1%",
"06","California","06099000805","Stanislaus County, CA - 06099000805","2020","27.5%","","(25.5% - 29.5%)","25.5%","29.5%",
"06","California","06099000806","Stanislaus County, CA - 06099000806","2020","23.0%","","(21.1% - 25.0%)","21.1%","25.0%",
"06","California","06099000807","Stanislaus County, CA - 06099000807","2020","24.2%","","(22.4% - 25.9%)","22.4%","25.9%",
"06","California","06099000905","Stanislaus County, CA - 06099000905","2020","22.7%","","(20.4% - 25.0%)","20.4%","25.0%",
"06","California","06099000906","Stanislaus County, CA - 06099000906","2020","19.9%","","(17.9% - 21.8%)","17.9%","21.8%",
"06","California","06099000907","Stanislaus County, CA - 06099000907","2020","19.5%","","(17.5% - 22.0%)","17.5%","22.0%",
"06","California","06099000908","Stanislaus County, CA - 06099000908","2020","24.3%","","(22.4% - 26.3%)","22.4%","26.3%",
"06","California","06099000909","Stanislaus County, CA - 06099000909","2020","25.0%","","(23.0% - 27.2%)","23.0%","27.2%",
"06","California","06099000910","Stanislaus County, CA - 06099000910","2020","26.6%","","(24.9% - 28.4%)","24.9%","28.4%",
"06","California","06099000911","Stanislaus County, CA - 06099000911","2020","21.7%","","(19.8% - 23.7%)","19.8%","23.7%",
"06","California","06099000912","Stanislaus County, CA - 06099000912","2020","18.5%","","(17.1% - 19.9%)","17.1%","19.9%",
"06","California","06099001001","Stanislaus County, CA - 06099001001","2020","22.4%","","(20.2% - 24.8%)","20.2%","24.8%",
"06","California","06099001002","Stanislaus County, CA - 06099001002","2020","24.0%","","(22.3% - 25.7%)","22.3%","25.7%",
"06","California","06099001100","Stanislaus County, CA - 06099001100","2020","28.2%","","(25.9% - 30.5%)","25.9%","30.5%",
"06","California","06099001200","Stanislaus County, CA - 06099001200","2020","21.6%","","(19.8% - 23.3%)","19.8%","23.3%",
"06","California","06099001300","Stanislaus County, CA - 06099001300","2020","19.8%","","(17.4% - 22.1%)","17.4%","22.1%",
"06","California","06099001400","Stanislaus County, CA - 06099001400","2020","26.6%","","(24.8% - 28.7%)","24.8%","28.7%",
"06","California","06099001500","Stanislaus County, CA - 06099001500","2020","29.7%","","(28.0% - 31.4%)","28.0%","31.4%",
"06","California","06099001601","Stanislaus County, CA - 06099001601","2020","35.1%","","(33.0% - 37.1%)","33.0%","37.1%",
"06","California","06099001603","Stanislaus County, CA - 06099001603","2020","37.0%","","(35.1% - 38.6%)","35.1%","38.6%",
"06","California","06099001604","Stanislaus County, CA - 06099001604","2020","39.0%","","(36.0% - 41.8%)","36.0%","41.8%",
"06","California","06099001700","Stanislaus County, CA - 06099001700","2020","41.0%","","(38.7% - 43.1%)","38.7%","43.1%",
"06","California","06099001800","Stanislaus County, CA - 06099001800","2020","30.1%","","(27.9% - 32.3%)","27.9%","32.3%",
"06","California","06099001900","Stanislaus County, CA - 06099001900","2020","20.8%","","(18.8% - 23.0%)","18.8%","23.0%",
"06","California","06099002002","Stanislaus County, CA - 06099002002","2020","32.1%","","(30.6% - 33.7%)","30.6%","33.7%",
"06","California","06099002004","Stanislaus County, CA - 06099002004","2020","27.2%","","(25.3% - 29.1%)","25.3%","29.1%",
"06","California","06099002005","Stanislaus County, CA - 06099002005","2020","29.2%","","(27.1% - 31.4%)","27.1%","31.4%",
"06","California","06099002006","Stanislaus County, CA - 06099002006","2020","22.0%","","(20.2% - 23.9%)","20.2%","23.9%",
"06","California","06099002100","Stanislaus County, CA - 06099002100","2020","38.1%","","(36.4% - 39.9%)","36.4%","39.9%",
"06","California","06099002200","Stanislaus County, CA - 06099002200","2020","36.1%","","(34.1% - 37.9%)","34.1%","37.9%",
"06","California","06099002301","Stanislaus County, CA - 06099002301","2020","34.7%","","(32.9% - 36.6%)","32.9%","36.6%",
"06","California","06099002302","Stanislaus County, CA - 06099002302","2020","38.8%","","(35.6% - 41.9%)","35.6%","41.9%",
"06","California","06099002401","Stanislaus County, CA - 06099002401","2020","34.0%","","(30.9% - 36.9%)","30.9%","36.9%",
"06","California","06099002402","Stanislaus County, CA - 06099002402","2020","38.7%","","(35.8% - 41.3%)","35.8%","41.3%",
"06","California","06099002501","Stanislaus County, CA - 06099002501","2020","27.7%","","(25.9% - 29.7%)","25.9%","29.7%",
"06","California","06099002503","Stanislaus County, CA - 06099002503","2020","29.8%","","(27.8% - 31.5%)","27.8%","31.5%",
"06","California","06099002504","Stanislaus County, CA - 06099002504","2020","25.2%","","(23.0% - 27.5%)","23.0%","27.5%",
"06","California","06099002602","Stanislaus County, CA - 06099002602","2020","30.1%","","(28.0% - 32.2%)","28.0%","32.2%",
"06","California","06099002603","Stanislaus County, CA - 06099002603","2020","26.1%","","(23.9% - 28.3%)","23.9%","28.3%",
"06","California","06099002604","Stanislaus County, CA - 06099002604","2020","35.3%","","(32.7% - 38.0%)","32.7%","38.0%",
"06","California","06099002605","Stanislaus County, CA - 06099002605","2020","28.2%","","(26.4% - 30.0%)","26.4%","30.0%",
"06","California","06099002701","Stanislaus County, CA - 06099002701","2020","23.2%","","(21.4% - 24.9%)","21.4%","24.9%",
"06","California","06099002702","Stanislaus County, CA - 06099002702","2020","30.6%","","(28.6% - 32.4%)","28.6%","32.4%",
"06","California","06099002801","Stanislaus County, CA - 06099002801","2020","24.0%","","(22.2% - 25.9%)","22.2%","25.9%",
"06","California","06099002802","Stanislaus County, CA - 06099002802","2020","28.6%","","(27.0% - 30.0%)","27.0%","30.0%",
"06","California","06099002803","Stanislaus County, CA - 06099002803","2020","23.3%","","(21.2% - 25.4%)","21.2%","25.4%",
"06","California","06099002901","Stanislaus County, CA - 06099002901","2020","22.0%","","(20.9% - 23.2%)","20.9%","23.2%",
"06","California","06099002902","Stanislaus County, CA - 06099002902","2020","22.0%","","(20.2% - 23.9%)","20.2%","23.9%",
"06","California","06099003001","Stanislaus County, CA - 06099003001","2020","24.2%","","(22.3% - 25.9%)","22.3%","25.9%",
"06","California","06099003002","Stanislaus County, CA - 06099003002","2020","28.6%","","(27.2% - 30.0%)","27.2%","30.0%",
"06","California","06099003100","Stanislaus County, CA - 06099003100","2020","27.5%","","(26.1% - 28.9%)","26.1%","28.9%",
"06","California","06099003201","Stanislaus County, CA - 06099003201","2020","31.0%","","(28.7% - 33.5%)","28.7%","33.5%",
"06","California","06099003202","Stanislaus County, CA - 06099003202","2020","25.9%","","(23.7% - 28.0%)","23.7%","28.0%",
"06","California","06099003300","Stanislaus County, CA - 06099003300","2020","28.1%","","(26.7% - 29.4%)","26.7%","29.4%",
"06","California","06099003400","Stanislaus County, CA - 06099003400","2020","32.0%","","(30.2% - 33.6%)","30.2%","33.6%",
"06","California","06099003500","Stanislaus County, CA - 06099003500","2020","26.5%","","(24.4% - 28.8%)","24.4%","28.8%",
"06","California","06099003603","Stanislaus County, CA - 06099003603","2020","25.6%","","(24.2% - 26.8%)","24.2%","26.8%",
"06","California","06099003604","Stanislaus County, CA - 06099003604","2020","21.1%","","(19.7% - 22.5%)","19.7%","22.5%",
"06","California","06099003605","Stanislaus County, CA - 06099003605","2020","21.4%","","(19.3% - 23.5%)","19.3%","23.5%",
"06","California","06099003606","Stanislaus County, CA - 06099003606","2020","17.5%","","(15.7% - 19.5%)","15.7%","19.5%",
"06","California","06099003700","Stanislaus County, CA - 06099003700","2020","30.5%","","(28.8% - 32.3%)","28.8%","32.3%",
"06","California","06099003802","Stanislaus County, CA - 06099003802","2020","38.6%","","(35.6% - 41.3%)","35.6%","41.3%",
"06","California","06099003803","Stanislaus County, CA - 06099003803","2020","32.0%","","(30.2% - 33.7%)","30.2%","33.7%",
"06","California","06099003804","Stanislaus County, CA - 06099003804","2020","28.8%","","(26.3% - 31.2%)","26.3%","31.2%",
"06","California","06099003805","Stanislaus County, CA - 06099003805","2020","21.3%","","(19.0% - 23.7%)","19.0%","23.7%",
"06","California","06099003904","Stanislaus County, CA - 06099003904","2020","24.4%","","(22.3% - 26.3%)","22.3%","26.3%",
"06","California","06099003905","Stanislaus County, CA - 06099003905","2020","17.2%","","(15.1% - 19.5%)","15.1%","19.5%",
"06","California","06099003906","Stanislaus County, CA - 06099003906","2020","29.5%","","(27.6% - 31.5%)","27.6%","31.5%",
"06","California","06099003907","Stanislaus County, CA - 06099003907","2020","20.7%","","(18.1% - 23.5%)","18.1%","23.5%",
"06","California","06099003908","Stanislaus County, CA - 06099003908","2020","31.1%","","(29.3% - 33.1%)","29.3%","33.1%",
"06","California","06099003909","Stanislaus County, CA - 06099003909","2020","22.8%","","(20.5% - 25.3%)","20.5%","25.3%",
"06","California","06099004000","Stanislaus County, CA - 06099004000","2020","21.1%","","(19.2% - 23.1%)","19.2%","23.1%",
"06","California","06101050101","Sutter County, CA - 06101050101","2020","26.7%","","(24.6% - 28.8%)","24.6%","28.8%",
"06","California","06101050102","Sutter County, CA - 06101050102","2020","30.0%","","(27.6% - 32.5%)","27.6%","32.5%",
"06","California","06101050201","Sutter County, CA - 06101050201","2020","26.4%","","(24.2% - 28.7%)","24.2%","28.7%",
"06","California","06101050202","Sutter County, CA - 06101050202","2020","31.3%","","(28.7% - 33.9%)","28.7%","33.9%",
"06","California","06101050301","Sutter County, CA - 06101050301","2020","23.2%","","(21.5% - 24.9%)","21.5%","24.9%",
"06","California","06101050302","Sutter County, CA - 06101050302","2020","30.8%","","(28.2% - 33.3%)","28.2%","33.3%",
"06","California","06101050401","Sutter County, CA - 06101050401","2020","20.3%","","(18.9% - 21.7%)","18.9%","21.7%",
"06","California","06101050402","Sutter County, CA - 06101050402","2020","20.9%","","(19.4% - 22.3%)","19.4%","22.3%",
"06","California","06101050403","Sutter County, CA - 06101050403","2020","18.4%","","(16.7% - 20.2%)","16.7%","20.2%",
"06","California","06101050501","Sutter County, CA - 06101050501","2020","26.8%","","(25.0% - 28.6%)","25.0%","28.6%",
"06","California","06101050503","Sutter County, CA - 06101050503","2020","23.5%","","(21.8% - 25.2%)","21.8%","25.2%",
"06","California","06101050504","Sutter County, CA - 06101050504","2020","24.1%","","(22.6% - 25.8%)","22.6%","25.8%",
"06","California","06101050601","Sutter County, CA - 06101050601","2020","21.8%","","(20.1% - 23.5%)","20.1%","23.5%",
"06","California","06101050603","Sutter County, CA - 06101050603","2020","20.3%","","(18.8% - 21.9%)","18.8%","21.9%",
"06","California","06101050604","Sutter County, CA - 06101050604","2020","18.8%","","(16.9% - 20.7%)","16.9%","20.7%",
"06","California","06101050701","Sutter County, CA - 06101050701","2020","27.3%","","(25.6% - 29.0%)","25.6%","29.0%",
"06","California","06101050702","Sutter County, CA - 06101050702","2020","27.1%","","(25.2% - 29.1%)","25.2%","29.1%",
"06","California","06101050800","Sutter County, CA - 06101050800","2020","18.8%","","(17.1% - 20.4%)","17.1%","20.4%",
"06","California","06101050900","Sutter County, CA - 06101050900","2020","25.0%","","(23.7% - 26.4%)","23.7%","26.4%",
"06","California","06101051000","Sutter County, CA - 06101051000","2020","27.5%","","(25.7% - 29.3%)","25.7%","29.3%",
"06","California","06101051100","Sutter County, CA - 06101051100","2020","21.8%","","(20.9% - 22.8%)","20.9%","22.8%",
"06","California","06103000100","Tehama County, CA - 06103000100","2020","23.8%","","(22.3% - 25.3%)","22.3%","25.3%",
"06","California","06103000200","Tehama County, CA - 06103000200","2020","22.5%","","(20.4% - 24.5%)","20.4%","24.5%",
"06","California","06103000300","Tehama County, CA - 06103000300","2020","25.6%","","(24.0% - 27.2%)","24.0%","27.2%",
"06","California","06103000400","Tehama County, CA - 06103000400","2020","20.1%","","(18.2% - 22.0%)","18.2%","22.0%",
"06","California","06103000500","Tehama County, CA - 06103000500","2020","23.8%","","(21.6% - 26.1%)","21.6%","26.1%",
"06","California","06103000600","Tehama County, CA - 06103000600","2020","27.3%","","(25.3% - 29.4%)","25.3%","29.4%",
"06","California","06103000700","Tehama County, CA - 06103000700","2020","27.1%","","(25.0% - 29.2%)","25.0%","29.2%",
"06","California","06103000800","Tehama County, CA - 06103000800","2020","26.8%","","(25.5% - 28.1%)","25.5%","28.1%",
"06","California","06103000900","Tehama County, CA - 06103000900","2020","25.9%","","(24.4% - 27.6%)","24.4%","27.6%",
"06","California","06103001000","Tehama County, CA - 06103001000","2020","25.9%","","(24.4% - 27.2%)","24.4%","27.2%",
"06","California","06103001100","Tehama County, CA - 06103001100","2020","26.1%","","(24.4% - 27.7%)","24.4%","27.7%",
"06","California","06105000101","Trinity County, CA - 06105000101","2020","23.7%","","(22.5% - 25.0%)","22.5%","25.0%",
"06","California","06105000102","Trinity County, CA - 06105000102","2020","21.6%","","(19.7% - 23.6%)","19.7%","23.6%",
"06","California","06105000200","Trinity County, CA - 06105000200","2020","19.9%","","(18.8% - 20.9%)","18.8%","20.9%",
"06","California","06105000300","Trinity County, CA - 06105000300","2020","23.4%","","(21.7% - 24.9%)","21.7%","24.9%",
"06","California","06105000400","Trinity County, CA - 06105000400","2020","27.1%","","(25.7% - 28.5%)","25.7%","28.5%",
"06","California","06107000100","Tulare County, CA - 06107000100","2020","17.3%","","(16.1% - 18.7%)","16.1%","18.7%",
"06","California","06107000201","Tulare County, CA - 06107000201","2020","35.2%","","(32.1% - 38.7%)","32.1%","38.7%",
"06","California","06107000202","Tulare County, CA - 06107000202","2020","35.7%","","(33.1% - 38.3%)","33.1%","38.3%",
"06","California","06107000301","Tulare County, CA - 06107000301","2020","29.0%","","(27.6% - 30.4%)","27.6%","30.4%",
"06","California","06107000302","Tulare County, CA - 06107000302","2020","37.2%","","(35.1% - 39.4%)","35.1%","39.4%",
"06","California","06107000401","Tulare County, CA - 06107000401","2020","29.6%","","(27.1% - 32.2%)","27.1%","32.2%",
"06","California","06107000402","Tulare County, CA - 06107000402","2020","28.2%","","(25.6% - 30.9%)","25.6%","30.9%",
"06","California","06107000501","Tulare County, CA - 06107000501","2020","39.6%","","(36.0% - 43.3%)","36.0%","43.3%",
"06","California","06107000502","Tulare County, CA - 06107000502","2020","32.4%","","(29.3% - 35.3%)","29.3%","35.3%",
"06","California","06107000600","Tulare County, CA - 06107000600","2020","38.1%","","(35.2% - 40.7%)","35.2%","40.7%",
"06","California","06107000701","Tulare County, CA - 06107000701","2020","32.8%","","(30.4% - 35.2%)","30.4%","35.2%",
"06","California","06107000702","Tulare County, CA - 06107000702","2020","34.0%","","(30.3% - 37.7%)","30.3%","37.7%",
"06","California","06107000800","Tulare County, CA - 06107000800","2020","30.7%","","(28.7% - 32.8%)","28.7%","32.8%",
"06","California","06107000900","Tulare County, CA - 06107000900","2020","32.8%","","(31.0% - 34.6%)","31.0%","34.6%",
"06","California","06107001003","Tulare County, CA - 06107001003","2020","17.3%","","(15.5% - 19.3%)","15.5%","19.3%",
"06","California","06107001004","Tulare County, CA - 06107001004","2020","33.6%","","(30.4% - 36.6%)","30.4%","36.6%",
"06","California","06107001005","Tulare County, CA - 06107001005","2020","20.4%","","(18.1% - 22.9%)","18.1%","22.9%",
"06","California","06107001006","Tulare County, CA - 06107001006","2020","17.5%","","(15.5% - 19.6%)","15.5%","19.6%",
"06","California","06107001100","Tulare County, CA - 06107001100","2020","37.7%","","(34.4% - 40.7%)","34.4%","40.7%",
"06","California","06107001200","Tulare County, CA - 06107001200","2020","29.6%","","(27.2% - 32.1%)","27.2%","32.1%",
"06","California","06107001301","Tulare County, CA - 06107001301","2020","25.0%","","(23.1% - 26.9%)","23.1%","26.9%",
"06","California","06107001302","Tulare County, CA - 06107001302","2020","25.6%","","(23.6% - 27.7%)","23.6%","27.7%",
"06","California","06107001400","Tulare County, CA - 06107001400","2020","22.6%","","(21.6% - 23.7%)","21.6%","23.7%",
"06","California","06107001501","Tulare County, CA - 06107001501","2020","23.6%","","(21.6% - 25.7%)","21.6%","25.7%",
"06","California","06107001502","Tulare County, CA - 06107001502","2020","27.7%","","(25.5% - 30.0%)","25.5%","30.0%",
"06","California","06107001601","Tulare County, CA - 06107001601","2020","38.2%","","(34.7% - 41.5%)","34.7%","41.5%",
"06","California","06107001602","Tulare County, CA - 06107001602","2020","31.8%","","(29.8% - 33.7%)","29.8%","33.7%",
"06","California","06107001701","Tulare County, CA - 06107001701","2020","26.3%","","(24.7% - 27.8%)","24.7%","27.8%",
"06","California","06107001703","Tulare County, CA - 06107001703","2020","18.3%","","(16.6% - 20.3%)","16.6%","20.3%",
"06","California","06107001704","Tulare County, CA - 06107001704","2020","19.5%","","(17.5% - 21.3%)","17.5%","21.3%",
"06","California","06107001800","Tulare County, CA - 06107001800","2020","21.7%","","(19.7% - 23.9%)","19.7%","23.9%",
"06","California","06107001901","Tulare County, CA - 06107001901","2020","22.0%","","(19.9% - 24.0%)","19.9%","24.0%",
"06","California","06107001902","Tulare County, CA - 06107001902","2020","20.7%","","(18.6% - 22.9%)","18.6%","22.9%",
"06","California","06107002002","Tulare County, CA - 06107002002","2020","21.9%","","(19.7% - 24.1%)","19.7%","24.1%",
"06","California","06107002003","Tulare County, CA - 06107002003","2020","22.0%","","(19.8% - 24.4%)","19.8%","24.4%",
"06","California","06107002004","Tulare County, CA - 06107002004","2020","21.6%","","(19.6% - 23.6%)","19.6%","23.6%",
"06","California","06107002006","Tulare County, CA - 06107002006","2020","16.9%","","(15.2% - 18.7%)","15.2%","18.7%",
"06","California","06107002007","Tulare County, CA - 06107002007","2020","21.3%","","(19.7% - 23.2%)","19.7%","23.2%",
"06","California","06107002008","Tulare County, CA - 06107002008","2020","28.2%","","(25.3% - 31.0%)","25.3%","31.0%",
"06","California","06107002009","Tulare County, CA - 06107002009","2020","21.8%","","(19.9% - 23.8%)","19.9%","23.8%",
"06","California","06107002100","Tulare County, CA - 06107002100","2020","27.0%","","(25.0% - 29.0%)","25.0%","29.0%",
"06","California","06107002202","Tulare County, CA - 06107002202","2020","36.4%","","(33.3% - 39.4%)","33.3%","39.4%",
"06","California","06107002203","Tulare County, CA - 06107002203","2020","22.7%","","(20.6% - 24.8%)","20.6%","24.8%",
"06","California","06107002204","Tulare County, CA - 06107002204","2020","30.7%","","(28.2% - 33.3%)","28.2%","33.3%",
"06","California","06107002302","Tulare County, CA - 06107002302","2020","24.2%","","(22.2% - 26.2%)","22.2%","26.2%",
"06","California","06107002303","Tulare County, CA - 06107002303","2020","21.2%","","(19.2% - 23.1%)","19.2%","23.1%",
"06","California","06107002304","Tulare County, CA - 06107002304","2020","26.1%","","(24.0% - 28.3%)","24.0%","28.3%",
"06","California","06107002400","Tulare County, CA - 06107002400","2020","20.4%","","(19.0% - 21.9%)","19.0%","21.9%",
"06","California","06107002500","Tulare County, CA - 06107002500","2020","30.4%","","(29.0% - 31.9%)","29.0%","31.9%",
"06","California","06107002601","Tulare County, CA - 06107002601","2020","43.0%","","(39.8% - 46.0%)","39.8%","46.0%",
"06","California","06107002602","Tulare County, CA - 06107002602","2020","37.0%","","(34.0% - 39.7%)","34.0%","39.7%",
"06","California","06107002700","Tulare County, CA - 06107002700","2020","23.1%","","(21.8% - 24.3%)","21.8%","24.3%",
"06","California","06107002800","Tulare County, CA - 06107002800","2020","40.1%","","(37.0% - 43.2%)","37.0%","43.2%",
"06","California","06107002901","Tulare County, CA - 06107002901","2020","32.2%","","(29.6% - 35.0%)","29.6%","35.0%",
"06","California","06107002903","Tulare County, CA - 06107002903","2020","21.9%","","(20.1% - 23.7%)","20.1%","23.7%",
"06","California","06107002904","Tulare County, CA - 06107002904","2020","28.7%","","(26.6% - 30.9%)","26.6%","30.9%",
"06","California","06107003001","Tulare County, CA - 06107003001","2020","39.0%","","(35.7% - 42.1%)","35.7%","42.1%",
"06","California","06107003002","Tulare County, CA - 06107003002","2020","31.4%","","(28.8% - 34.1%)","28.8%","34.1%",
"06","California","06107003100","Tulare County, CA - 06107003100","2020","33.5%","","(31.9% - 35.1%)","31.9%","35.1%",
"06","California","06107003200","Tulare County, CA - 06107003200","2020","38.9%","","(37.1% - 40.5%)","37.1%","40.5%",
"06","California","06107003300","Tulare County, CA - 06107003300","2020","33.3%","","(31.9% - 34.8%)","31.9%","34.8%",
"06","California","06107003400","Tulare County, CA - 06107003400","2020","31.5%","","(29.8% - 33.1%)","29.8%","33.1%",
"06","California","06107003501","Tulare County, CA - 06107003501","2020","25.1%","","(23.1% - 27.0%)","23.1%","27.0%",
"06","California","06107003502","Tulare County, CA - 06107003502","2020","24.3%","","(22.4% - 26.2%)","22.4%","26.2%",
"06","California","06107003601","Tulare County, CA - 06107003601","2020","30.0%","","(27.7% - 32.3%)","27.7%","32.3%",
"06","California","06107003602","Tulare County, CA - 06107003602","2020","28.8%","","(26.4% - 31.2%)","26.4%","31.2%",
"06","California","06107003700","Tulare County, CA - 06107003700","2020","30.2%","","(27.7% - 32.7%)","27.7%","32.7%",
"06","California","06107003801","Tulare County, CA - 06107003801","2020","30.5%","","(28.1% - 33.0%)","28.1%","33.0%",
"06","California","06107003802","Tulare County, CA - 06107003802","2020","35.7%","","(32.7% - 38.3%)","32.7%","38.3%",
"06","California","06107003901","Tulare County, CA - 06107003901","2020","34.9%","","(32.6% - 36.8%)","32.6%","36.8%",
"06","California","06107003902","Tulare County, CA - 06107003902","2020","31.3%","","(29.4% - 33.2%)","29.4%","33.2%",
"06","California","06107004000","Tulare County, CA - 06107004000","2020","34.1%","","(30.7% - 36.9%)","30.7%","36.9%",
"06","California","06107004101","Tulare County, CA - 06107004101","2020","33.0%","","(29.8% - 36.2%)","29.8%","36.2%",
"06","California","06107004102","Tulare County, CA - 06107004102","2020","31.0%","","(28.7% - 33.3%)","28.7%","33.3%",
"06","California","06107004200","Tulare County, CA - 06107004200","2020","39.5%","","(37.4% - 41.4%)","37.4%","41.4%",
"06","California","06107004300","Tulare County, CA - 06107004300","2020","37.6%","","(36.1% - 39.1%)","36.1%","39.1%",
"06","California","06107004400","Tulare County, CA - 06107004400","2020","39.8%","","(36.6% - 43.0%)","36.6%","43.0%",
"06","California","06107004500","Tulare County, CA - 06107004500","2020","34.7%","","(32.8% - 36.5%)","32.8%","36.5%",
"06","California","06109001100","Tuolumne County, CA - 06109001100","2020","18.5%","","(16.9% - 20.2%)","16.9%","20.2%",
"06","California","06109001200","Tuolumne County, CA - 06109001200","2020","21.9%","","(20.1% - 23.9%)","20.1%","23.9%",
"06","California","06109002100","Tuolumne County, CA - 06109002100","2020","22.7%","","(21.5% - 23.8%)","21.5%","23.8%",
"06","California","06109002200","Tuolumne County, CA - 06109002200","2020","18.6%","","(17.2% - 20.1%)","17.2%","20.1%",
"06","California","06109003100","Tuolumne County, CA - 06109003100","2020","16.8%","","(16.0% - 17.8%)","16.0%","17.8%",
"06","California","06109003200","Tuolumne County, CA - 06109003200","2020","18.0%","","(17.0% - 19.1%)","17.0%","19.1%",
"06","California","06109004100","Tuolumne County, CA - 06109004100","2020","21.6%","","(19.4% - 23.8%)","19.4%","23.8%",
"06","California","06109004200","Tuolumne County, CA - 06109004200","2020","20.0%","","(17.9% - 22.2%)","17.9%","22.2%",
"06","California","06109005100","Tuolumne County, CA - 06109005100","2020","23.1%","","(21.8% - 24.4%)","21.8%","24.4%",
"06","California","06109005201","Tuolumne County, CA - 06109005201","2020","20.2%","","(18.7% - 22.1%)","18.7%","22.1%",
"06","California","06109985202","Tuolumne County, CA - 06109985202","2020","22.3%","","(20.1% - 24.8%)","20.1%","24.8%",
"06","California","06111000100","Ventura County, CA - 06111000100","2020","18.5%","","(17.1% - 20.1%)","17.1%","20.1%",
"06","California","06111000200","Ventura County, CA - 06111000200","2020","29.7%","","(27.3% - 31.9%)","27.3%","31.9%",
"06","California","06111000302","Ventura County, CA - 06111000302","2020","24.9%","","(22.5% - 27.4%)","22.5%","27.4%",
"06","California","06111000303","Ventura County, CA - 06111000303","2020","23.0%","","(20.7% - 25.2%)","20.7%","25.2%",
"06","California","06111000304","Ventura County, CA - 06111000304","2020","25.3%","","(22.6% - 27.9%)","22.6%","27.9%",
"06","California","06111000400","Ventura County, CA - 06111000400","2020","27.0%","","(24.6% - 29.7%)","24.6%","29.7%",
"06","California","06111000500","Ventura County, CA - 06111000500","2020","28.4%","","(26.0% - 30.9%)","26.0%","30.9%",
"06","California","06111000600","Ventura County, CA - 06111000600","2020","32.6%","","(29.2% - 35.9%)","29.2%","35.9%",
"06","California","06111000701","Ventura County, CA - 06111000701","2020","30.4%","","(26.8% - 33.8%)","26.8%","33.8%",
"06","California","06111000702","Ventura County, CA - 06111000702","2020","25.0%","","(22.4% - 27.6%)","22.4%","27.6%",
"06","California","06111000800","Ventura County, CA - 06111000800","2020","23.2%","","(21.0% - 25.4%)","21.0%","25.4%",
"06","California","06111000901","Ventura County, CA - 06111000901","2020","15.9%","","(14.0% - 18.1%)","14.0%","18.1%",
"06","California","06111000902","Ventura County, CA - 06111000902","2020","17.4%","","(15.6% - 19.3%)","15.6%","19.3%",
"06","California","06111000903","Ventura County, CA - 06111000903","2020","16.3%","","(14.7% - 18.1%)","14.7%","18.1%",
"06","California","06111001001","Ventura County, CA - 06111001001","2020","18.7%","","(17.2% - 20.3%)","17.2%","20.3%",
"06","California","06111001002","Ventura County, CA - 06111001002","2020","19.5%","","(18.1% - 20.9%)","18.1%","20.9%",
"06","California","06111001101","Ventura County, CA - 06111001101","2020","18.8%","","(17.2% - 20.4%)","17.2%","20.4%",
"06","California","06111001102","Ventura County, CA - 06111001102","2020","17.6%","","(16.2% - 19.1%)","16.2%","19.1%",
